ID,Provider ID,Condition,Measure Name,Measure ID,Measure Start Date,Measure End Date,Score
293,360354,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,90
294,370016,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,95
295,141348,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
296,391312,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
297,190204,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,77
298,450755,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,96
299,330049,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,224
300,330049,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,76
301,330049,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
302,330049,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,98
303,330049,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,87
304,330049,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,140
305,330049,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,18
306,330049,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,52
307,330049,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
308,330049,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
309,330049,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,95
310,330049,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,36
311,330049,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,95
312,330049,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,6
313,330049,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
314,330049,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,69
315,340001,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,62
316,260177,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
317,390030,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,100
318,390030,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,1
319,330261,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,385
320,190204,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,95
321,330202,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,28
322,10083,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
323,330202,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,96
324,520078,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,262
325,360354,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,95
326,250040,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,91
327,53309,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,90
328,40067,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
329,10083,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
330,450755,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,5
331,161371,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,14
332,390150,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
333,171308,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,99
334,40067,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,2
335,141348,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,92
336,390030,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,76
337,360354,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,6
338,451305,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,101
339,50736,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,88
340,10083,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,278
341,511317,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,78
342,360354,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,24
343,241351,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,55
344,450447,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,218
345,10083,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,9
346,171308,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,94
347,40067,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,3
348,260177,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,21
349,330261,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,11
350,50324,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,110
351,250040,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,52
352,451305,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,63
353,210002,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
354,340001,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,25
355,210002,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,92
356,141348,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,35
357,230133,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
358,451305,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,183
359,390150,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
360,450755,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
361,250040,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,93
362,40067,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,14
363,50438,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,79
364,450605,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,95
365,241340,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,102
366,450755,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,78
367,260177,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,139
368,210002,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,501
369,171308,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,46
370,50736,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,85
371,190204,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,15
372,330261,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,69
373,241340,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,34
374,340001,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,36
375,50324,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,3
376,360354,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,253
377,50438,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,391
378,260177,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,252
379,100007,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,296
380,440084,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,50
381,451305,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,62
382,10083,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,73
383,190204,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,42
384,511317,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
385,281341,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,110
386,360354,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,282
387,281341,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,79
388,171308,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,14
389,451305,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,96
390,370173,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,92
391,330261,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,170
392,110035,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,353
393,50324,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,51
394,50736,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,98
395,450605,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,221
396,330261,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,88
397,250040,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,60
398,390150,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,114
399,450755,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,112
400,260177,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,95
401,440084,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,11
402,141348,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,66
403,281341,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
404,511317,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,231
405,260177,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
406,340001,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,156
407,40067,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,33
408,330261,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,48
409,511317,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,6
410,511317,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,97
411,330261,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,93
412,340001,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,98
413,260177,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,71
414,370016,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
415,50736,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,60
416,10083,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,20
417,520078,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,89
418,391312,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
419,210002,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,98
420,241340,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,86
421,210002,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,0
422,330202,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,16
423,360354,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,87
424,520078,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,95
425,370016,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,24
426,50438,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,3
427,50736,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,59
428,50736,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
429,340001,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,9
430,330202,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
431,10083,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,163
432,340001,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,86
433,241340,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,98
434,330261,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
435,360354,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
436,210002,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,95
437,241351,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,93
438,450605,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
439,450605,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,33
440,241351,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,27
441,440084,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,78
442,450447,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
443,250040,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,111
444,450755,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
445,141348,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,39
446,40067,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,65
447,190204,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,91
448,450605,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,21
449,150074,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
450,250040,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,264
451,370173,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,11
452,520078,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,170
453,360354,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,97
454,241340,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,196
455,230133,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
456,390150,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,96
457,360354,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,54
458,230133,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
459,210002,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,39
460,100012,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,38
461,531311,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,170
462,440084,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,351
463,360354,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,229
464,440084,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,291
465,241336,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,90
466,190204,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,91
467,210002,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,53
468,390150,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,92
469,360354,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,177
470,391312,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,98
471,50324,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,251
472,370016,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,60
473,520078,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,94
474,450447,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,63
475,390150,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,37
476,391312,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
477,171308,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,71
478,330202,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
479,230133,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,116
480,370173,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,67
481,281341,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
482,391312,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,9
483,370013,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
484,210002,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,662
485,241340,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,9
486,100012,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,92
487,241351,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
488,511317,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
489,390150,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,7
490,210002,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,94
491,241340,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
492,440084,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,98
493,330261,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,76
494,260177,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
495,360354,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,47
